8
4
0

200
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
16;0,0;0,1;0,2;1,0;1,2;2,0;2,2;3,0;3,2;4,0;4,2;5,0;5,2;6,0;6,2;7,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
5;0,0;1,0;2,0;3,0;4,0
