34,6;1;120
36,5;0;60
30,9;1;120
32,7;0;0
29,7;0;120
32,4;0;300
35,9;0;180
36,4;0;300
26,12;0;180
39,5;0;300
24,12;0;300
28,11;0;300
20,14;0;300
19,16;0;300
29,14;0;240
20,11;0;0
21,7;0;240
25,7;0;0
20,17;0;120
27,6;0;300
19,13;0;0
15,11;0;0
22,18;0;120
14,12;0;240
12,17;1;60
33,2;0;240
26,8;0;60
12,18;1;180
24,14;0;240
32,11;1;300
13,13;0;60
20,22;1;0
23,7;1;0
35,2;0;60
14,11;0;0
23,21;0;300
27,17;0;120
31,15;0;60
14,6;1;300
40,8;0;120
30,18;1;240
21,18;0;0
32,17;0;60
12,8;0;0
22,3;0;0
29,18;0;60
16,21;0;0
18,4;0;0
23,0;0;60
39,0;0;0
22,0;0;0
14,21;0;120
11,8;1;60
15,23;0;0
13,21;1;180
40,3;1;60
32,2;0;0
15,4;0;60
27,3;0;180
25,0;1;60
9,21;0;120
7,16;0;300
14,24;0;120
18,0;0;120
18,12;0;60
8,26;0;240
25,4;0;240
7,21;0;0
10,10;0;180
8,16;1;60
8,17;0;120
41,3;1;180
28,20;0;60
27,0;0;240
31,0;0;180
7,14;1;300
6,13;0;0
4,16;1;120
7,17;0;120
22,24;0;180
40,1;0;120
21,24;0;60
16,26;0;120
4,21;0;300
15,1;0;180
26,4;0;0
2,18;0;0
11,15;0;120
5,24;1;300
12,24;0;180
13,3;0;180
3,15;0;120
4,24;0;60
12,2;0;60
13,26;0;240
9,26;0;0
9,4;0;60
12,1;0;0
39,9;0;0
6,11;1;240
16,28;0;120
0,14;0;0
2,22;0;120
31,19;0;120
32,18;0;120
2,11;0;60
0,21;1;60
2,15;0;60
13,29;0;0
1,23;0;180
5,3;0;0
27,1;0;0
7,3;0;120
7,8;0;0
18,29;0;120
36,14;0;0
33,18;0;240
1,26;1;300
38,13;0;60
22,27;0;180
21,29;0;240
4,7;0;120
4,10;0;60
10,6;0;120
5,26;0;120
16,30;0;0
5,1;0;0
27,23;1;180
4,9;0;60
2,3;0;300
0,18;0;60
5,27;1;240
5,0;0;0
6,30;0;240
31,22;0;0
38,17;0;120
0,25;1;240
6,31;1;180
2,8;0;0
9,30;0;180
0,9;1;60
2,31;1;300
7,31;0;0
0,32;1;240
11,29;0;120
5,35;1;240
3,5;0;180
21,30;1;300
43,3;1;300
45,3;0;120
1,37;1;240
3,28;0;0
45,0;1;60
0,28;0;60
48,1;0;60
2,4;0;60
44,6;0;180
29,25;0;60
17,34;1;240
8,33;0;180
39,16;0;240
14,31;0;300
15,31;1;0
9,34;1;300
32,20;1;60
33,22;0;0
29,26;0;240
34,21;1;180
15,36;0;300
28,30;0;120
16,32;0;60
45,6;1;0
36,18;0;0
13,38;1;120
46,5;0;0
9,36;0;180
29,28;0;120
3,38;0;120
25,30;1;0
