39,16;0;0
38,16;0;0
37,19;1;120
43,14;0;0
39,20;0;0
41,20;0;120
39,22;0;60
35,25;0;60
34,23;0;0
36,25;0;0
30,26;1;0
32,20;0;300
38,24;0;0
37,26;0;0
31,29;1;240
41,21;0;60
44,18;1;120
44,19;0;120
43,16;0;60
46,14;0;0
46,17;0;0
44,20;0;60
33,21;0;60
42,25;0;0
47,15;1;60
40,27;0;180
42,27;0;0
45,21;0;60
41,16;0;60
31,22;1;60
49,12;0;0
46,22;0;120
49,21;0;120
36,27;0;180
44,27;1;0
40,13;1;240
45,25;1;60
45,11;0;300
32,31;1;180
40,28;0;60
44,10;1;120
39,27;0;60
42,30;0;180
43,30;0;60
46,11;0;180
47,24;0;60
44,33;1;0
37,36;0;240
38,37;1;240
42,35;0;0
36,32;0;120
38,32;0;120
35,34;0;60
38,36;0;0
33,31;0;240
51,21;0;120
47,27;0;120
50,24;0;0
30,17;1;60
28,33;0;180
48,33;0;300
36,14;0;180
52,16;1;120
49,28;0;60
41,38;0;0
30,14;1;180
29,20;0;60
51,30;0;60
27,16;0;0
30,11;0;120
26,17;0;60
30,10;1;300
39,11;0;60
28,14;0;60
33,7;0;120
35,12;0;120
29,21;0;300
28,24;1;60
50,14;0;300
37,9;0;0
32,7;0;0
24,21;0;300
26,25;0;120
40,9;1;120
51,32;0;0
40,34;0;60
23,21;0;0
33,12;0;0
53,28;1;300
27,14;0;60
38,8;0;0
51,25;0;120
53,22;1;0
45,29;0;180
23,25;0;240
26,27;0;0
54,20;0;0
28,28;0;180
27,9;0;240
25,34;1;0
55,24;0;180
28,31;0;240
55,25;0;60
23,28;1;60
39,5;1;180
55,11;0;180
26,11;0;60
43,36;0;60
56,14;1;240
26,14;0;60
27,33;0;60
23,27;0;60
55,23;0;240
52,11;0;0
52,35;0;60
25,35;0;60
34,5;0;300
30,36;0;60
54,31;0;60
24,17;0;120
59,22;1;0
32,37;0;0
37,6;1;240
34,36;0;0
30,44;1;0
57,24;0;300
52,10;0;180
57,26;0;60
33,41;0;0
56,21;1;240
35,39;0;60
55,32;0;60
57,20;0;120
31,40;1;180
37,4;0;60
41,0;1;120
36,2;0;300
54,35;0;240
