16,17;1;120
23,12;0;120
24,12;0;240
27,14;1;60
16,15;0;300
17,13;0;180
16,21;1;0
19,19;0;300
13,16;1;240
16,19;0;0
23,9;0;300
14,10;1;180
10,14;0;60
P
14,7;0;180
11,6;1;240
24,17;1;0
22,19;0;240
20,21;1;120
12,20;0;120
4,14;0;0
28,17;1;180
15,23;1;240
18,23;0;60
30,9;1;180
5,9;1;240
13,24;1;0
30,13;1;180
9,24;1;240
7,19;0;60
21,22;0;120
23,22;1;120
32,8;1;120
5,18;0;60
18,4;0;240
2,16;1;300
5,6;0;300
8,9;0;300
31,8;0;120
5,8;1;300
17,24;1;60
9,6;1;240
12,23;0;0
10,6;1;120
27,7;0;240
22,9;0;240
22,25;0;60
32,16;0;0
17,4;1;240
32,6;0;240
16,5;0;0
0,19;1;240
30,18;0;180
18,2;1;60
22,8;1;0
28,3;1;60
32,2;1;300
13,3;0;60
12,1;1;0
8,22;0;0
19,5;1;0
31,3;1;60
4,23;0;180
24,18;0;0
3,24;1;120
20,11;0;0
20,8;1;300
7,24;0;60
22,6;0;300
33,12;0;60
9,26;0;60
28,1;0;180
33,4;0;300
10,27;0;0
36,13;0;60
15,28;0;180
35,0;0;60
17,26;1;300
35,15;0;120
25,21;1;60
33,20;1;180
38,4;0;0
22,1;0;0
25,23;0;300
39,4;1;300
19,29;0;0
16,31;1;180
17,32;1;120
16,29;0;60
35,16;0;0
31,22;0;240
24,26;0;60
32,24;0;120
23,29;0;60
11,32;0;0
2,19;1;240
28,26;1;240
9,32;0;60
34,21;0;0
35,17;0;120
23,30;1;240
22,32;0;60
39,8;0;240
40,7;0;120
41,10;1;120
38,18;0;240
44,9;1;60
18,34;0;180
1,24;0;300
5,26;0;120
32,30;1;120
15,35;1;60
9,29;1;0
3,26;1;240
38,20;0;240
41,20;0;180
11,34;1;180
34,29;0;240
2,29;0;120
1,13;0;120
29,27;0;300
44,16;0;180
7,33;0;300
44,20;0;300
41,5;1;60
3,33;0;60
1,35;1;120
22,34;1;60
0,32;1;60
5,35;0;0
40,9;1;60
42,9;1;180
45,14;1;300
4,38;0;180
2,36;1;0
6,30;0;0
17,36;0;120
45,16;0;0
28,31;1;0
0,40;0;240
2,41;0;0
20,36;0;120
27,0;0;180
43,23;1;0
44,6;0;180
48,11;1;300
45,11;1;60
40,0;1;60
22,38;0;180
38,8;0;300
17,38;0;120
39,24;0;0
11,37;1;300
16,38;1;300
31,31;0;120
4,42;1;180
12,43;0;0
46,15;1;60
10,41;1;180
37,28;0;180
46,5;1;120
16,40;1;0
8,44;0;240
1,16;0;300
34,33;0;180
14,43;1;180
9,42;0;0
31,32;1;300
51,14;0;240
52,7;0;240
44,2;0;300
29,36;1;60
28,38;0;0
46,20;1;0
0,44;0;0
48,13;0;180
47,0;0;180
15,43;1;0
