34,6;1;120
36,5;0;60
30,9;1;120
32,7;0;0
29,7;0;120
32,4;0;300
35,9;0;180
36,4;0;300
26,12;0;180
39,5;0;300
24,12;0;300
28,11;0;300
20,14;0;300
19,16;0;300
29,14;0;240
20,11;0;0
21,7;0;240
25,7;0;0
20,17;0;120
27,6;0;300
19,13;0;0
15,11;0;0
22,18;0;120
14,12;0;240
12,17;1;60
33,2;0;240
26,8;0;60
12,18;1;180
24,14;0;240
32,11;1;300
13,13;0;60
20,22;1;0
23,7;1;0
35,2;0;60
14,11;0;0
23,21;0;300
27,17;0;120
31,15;0;60
14,6;1;300
40,8;0;120
30,18;1;240
21,18;0;0
32,17;0;60
12,8;0;0
22,3;0;0
29,18;0;60
16,21;0;0
18,4;0;0
23,0;0;60
39,0;0;0
22,0;0;0
14,21;0;120
11,8;1;60
15,23;0;0
13,21;1;180
40,3;1;60
32,2;0;0
15,4;0;60
27,3;0;180
25,0;1;60
9,21;0;120
7,16;0;300
14,24;0;120
18,0;0;120
18,12;0;60
8,26;0;240
25,4;0;240
7,21;0;0
10,10;0;180
8,16;1;60
8,17;0;120
41,3;1;180
28,20;0;60
27,0;0;240
31,0;0;180
7,14;1;300
6,13;0;0
4,16;1;120
7,17;0;120
22,24;0;180
40,1;0;120
21,24;0;60
16,26;0;120
4,21;0;300
15,1;0;180
26,4;0;0
2,18;0;0
11,15;0;120
5,24;1;300
12,24;0;180
13,3;0;180
3,15;0;120
4,24;0;60
12,2;0;60
13,26;0;240
9,26;0;0
9,4;0;60
12,1;0;0
8,1;0;300
6,11;1;240
39,9;0;60
6,3;0;60
2,22;0;120
31,19;0;120
14,30;1;120
2,11;0;60
0,15;1;60
2,15;0;60
13,29;0;0
1,18;0;180
6,5;0;120
8,2;0;0
1,27;0;240
7,8;0;0
0,12;1;300
16,30;0;0
43,0;1;300
43,4;1;180
44,5;0;240
0,21;0;300
33,17;0;240
21,26;0;120
20,28;0;0
10,6;0;120
5,26;0;120
11,27;0;180
41,9;0;300
21,29;0;300
27,1;0;0
30,21;0;240
39,12;0;0
34,17;1;180
5,8;0;180
42,9;1;180
4,6;0;0
36,19;0;0
19,30;0;0
4,31;0;60
2,8;0;180
3,28;1;300
38,15;0;300
17,33;1;60
25,26;0;180
23,30;1;120
27,24;0;120
2,34;0;180
29,24;0;0
26,28;1;240
9,30;1;60
15,35;0;240
12,36;0;120
34,12;0;120
0,34;1;300
36,11;0;0
0,31;0;120
2,27;0;0
26,31;0;120
29,25;0;240
29,27;0;300
12,35;0;60
17,35;0;300
30,25;0;60
44,11;0;120
32,24;1;60
46,10;1;120
37,17;0;0
45,9;1;0
23,35;0;60
4,33;1;60
25,33;0;240
42,13;0;120
47,3;1;0
39,17;0;0
34,24;0;0
0,9;0;120
47,1;0;300
33,23;0;0
37,22;0;60
10,32;0;180
